order_id,order_date,customer_id,customer_name,region,category,product,unit_price,quantity,sales,profit,payment_method
29,2023-12-28,5152,Customer_5152,East,Home,Bedding,668.14,1,668.14,66.59,bank_transfer
30,2024-08-16,2349,Customer_2349,North,Home,Cookware,1612.68,1,1612.68,149.81,cash
31,2024-02-28,7118,Customer_7118,North,Office Supplies,Paper,254.29,2,508.58,101.55,bank_transfer
32,2024-04-04,5584,Customer_5584,East,Furniture,Cabinet,1982.45,1,1982.45,376.71,bank_transfer
33,2024-06-10,6478,Customer_6478,East,Electronics,Smartphone,680.05,1,680.05,114.0,cash
34,2024-08-12,6445,Customer_6445,North,Apparel,Shoes,1499.37,1,1499.37,180.61,card
35,2024-04-13,9103,Customer_9103,South,Furniture,Desk,606.79,2,1213.58,384.91,cash
36,2024-07-02,8640,Customer_8640,West,Electronics,Laptop,578.93,2,1157.86,70.53,cash
37,2024-07-17,6492,Customer_6492,South,Electronics,Laptop,492.1,5,2460.5,532.38,bank_transfer
38,2023-02-01,8815,Customer_8815,East,Electronics,Laptop,593.7,1,593.7,185.9,card
39,2023-07-20,8570,Customer_8570,South,Furniture,Table,1559.98,5,7799.9,1250.93,cash
40,2024-10-31,5535,Customer_5535,South,Office Supplies,Notepad,1526.19,1,1526.19,93.55,cash
41,2024-12-22,6953,Customer_6953,South,Furniture,Cabinet,558.27,1,558.27,97.99,paypal
42,2024-03-21,2437,Customer_2437,West,Apparel,T-Shirt,725.35,1,725.35,58.29,cash
43,2024-09-25,5026,Customer_5026,East,Apparel,T-Shirt,782.9,1,782.9,169.71,cash
44,2023-06-21,4048,Customer_4048,Central,Furniture,Table,1378.19,2,2756.38,210.97,cash
45,2023-12-27,1798,Customer_1798,North,Furniture,Cabinet,791.44,3,2374.32,255.28,bank_transfer
46,2023-08-15,7785,Customer_7785,Central,Home,Decor,647.81,4,2591.24,649.36,card
47,2024-07-21,1168,Customer_1168,South,Electronics,Headphones,819.24,4,3276.96,182.69,cash
48,2023-06-16,4959,Customer_4959,North,Office Supplies,Pen,1451.26,3,4353.78,1486.17,cash
49,2024-08-25,8907,Customer_8907,Central,Home,Bedding,1133.28,5,5666.4,1679.43,paypal
50,2023-05-13,9911,Customer_9911,North,Office Supplies,Notepad,716.07,1,716.07,108.92,bank_transfer
51,2023-03-27,2304,Customer_2304,South,Electronics,Smartphone,560.89,2,1121.78,178.64,card
52,2024-12-18,7025,Customer_7025,Central,Apparel,T-Shirt,1850.48,3,5551.44,1068.03,card
53,2023-07-04,5232,Customer_5232,North,Office Supplies,Notepad,364.48,1,364.48,51.81,paypal
54,2024-08-20,4336,Customer_4336,West,Office Supplies,Stapler,1026.49,1,1026.49,266.19,paypal
55,2023-12-02,8273,Customer_8273,South,Electronics,Monitor,457.26,1,457.26,56.95,cash
56,2023-04-10,1019,Customer_1019,West,Furniture,Chair,61.07,1,61.07,21.26,paypal
57,2023-11-03,7751,Customer_7751,South,Home,Bedding,1481.79,5,7408.95,373.1,paypal
58,2024-11-20,7918,Customer_7918,South,Electronics,Headphones,334.63,1,334.63,25.62,cash
59,2023-02-19,6403,Customer_6403,East,Office Supplies,Pen,589.51,1,589.51,71.12,paypal
60,2023-01-19,7517,Customer_7517,North,Apparel,T-Shirt,520.31,1,520.31,114.21,bank_transfer
61,2023-10-21,8218,Customer_8218,North,Office Supplies,Stapler,1689.27,2,3378.54,870.89,cash
62,2023-11-12,4796,Customer_4796,South,Home,Bedding,179.75,5,898.75,227.84,cash
63,2023-04-26,7509,Customer_7509,South,Apparel,T-Shirt,1092.7,2,2185.4,365.88,cash
64,2024-10-15,7843,Customer_7843,East,Home,Cookware,542.88,4,2171.52,255.34,paypal
65,2023-08-09,3243,Customer_3243,North,Apparel,Shoes,182.68,1,182.68,63.51,cash
66,2024-08-15,7692,Customer_7692,East,Home,Cookware,1941.57,3,5824.71,1747.53,paypal
67,2023-07-01,3142,Customer_3142,North,Office Supplies,Paper,1524.17,1,1524.17,235.27,card
68,2024-12-14,1931,Customer_1931,South,Home,Bedding,566.13,1,566.13,119.46,cash
69,2024-12-12,8451,Customer_8451,East,Furniture,Cabinet,411.11,1,411.11,39.81,paypal
70,2023-04-23,6754,Customer_6754,South,Home,Cookware,1574.55,3,4723.65,754.79,bank_transfer
71,2024-07-19,9123,Customer_9123,West,Furniture,Cabinet,8.58,1,8.58,2.62,bank_transfer
72,2023-01-28,9965,Customer_9965,South,Furniture,Chair,666.95,4,2667.8,215.11,paypal
73,2023-05-07,5238,Customer_5238,East,Home,Cookware,613.92,1,613.92,202.88,paypal
74,2024-09-23,9246,Customer_9246,South,Furniture,Desk,397.84,3,1193.52,285.15,bank_transfer
75,2024-03-09,7149,Customer_7149,South,Office Supplies,Notepad,10.94,1,10.94,2.77,bank_transfer
76,2023-05-15,1410,Customer_1410,Central,Home,Cookware,904.15,1,904.15,63.06,cash
77,2023-12-09,2307,Customer_2307,Central,Apparel,T-Shirt,985.7,1,985.7,188.57,card
78,2024-07-27,9369,Customer_9369,South,Office Supplies,Notepad,1603.22,4,6412.88,673.11,paypal
79,2023-12-20,3880,Customer_3880,West,Apparel,Jacket,511.56,1,511.56,34.4,cash
80,2023-04-19,3448,Customer_3448,East,Office Supplies,Pen,1595.67,2,3191.34,173.2,cash
81,2023-07-02,5774,Customer_5774,South,Office Supplies,Stapler,1046.17,1,1046.17,188.38,bank_transfer
82,2024-10-04,3678,Customer_3678,North,Apparel,T-Shirt,1322.74,1,1322.74,399.01,cash
83,2024-09-27,6195,Customer_6195,South,Furniture,Cabinet,1698.43,4,6793.72,1453.49,paypal
84,2024-11-13,1238,Customer_1238,West,Home,Decor,367.42,1,367.42,68.8,cash
85,2023-09-03,8730,Customer_8730,North,Furniture,Cabinet,1714.77,1,1714.77,551.61,cash
86,2024-03-01,2270,Customer_2270,North,Office Supplies,Pen,990.58,1,990.58,224.25,bank_transfer
87,2024-07-23,2804,Customer_2804,Central,Electronics,Smartphone,1043.35,2,2086.7,352.35,paypal
88,2023-01-14,6967,Customer_6967,East,Apparel,T-Shirt,1991.86,1,1991.86,597.48,bank_transfer
89,2023-05-26,2848,Customer_2848,South,Office Supplies,Paper,1540.46,1,1540.46,391.83,cash
90,2024-01-03,3603,Customer_3603,North,Apparel,Jacket,1458.15,1,1458.15,116.2,cash
91,2023-09-23,3614,Customer_3614,Central,Home,Bedding,574.14,1,574.14,69.11,bank_transfer
92,2024-04-19,9237,Customer_9237,South,Home,Cookware,925.8,1,925.8,280.61,cash
93,2023-04-08,1190,Customer_1190,West,Office Supplies,Stapler,65.7,2,131.4,25.08,cash
94,2024-10-30,5364,Customer_5364,South,Home,Decor,1187.89,3,3563.67,1188.76,bank_transfer
95,2024-01-20,6981,Customer_6981,South,Apparel,Jacket,775.2,1,775.2,146.04,paypal
96,2023-06-30,2717,Customer_2717,West,Furniture,Chair,1703.1,2,3406.2,1016.2,paypal
97,2023-12-01,4921,Customer_4921,Central,Office Supplies,Stapler,179.86,2,359.72,67.31,bank_transfer
98,2024-10-19,3482,Customer_3482,West,Apparel,T-Shirt,1447.12,1,1447.12,405.54,cash
99,2024-01-09,4570,Customer_4570,North,Apparel,Jacket,124.06,3,372.18,36.69,paypal
100,2023-10-13,1272,Customer_1272,East,Apparel,Jacket,1184.21,2,2368.42,606.42,card
101,2024-10-05,4844,Customer_4844,East,Electronics,Laptop,425.62,1,425.62,70.27,card
102,2023-12-12,2637,Customer_2637,South,Apparel,Shoes,1657.27,1,1657.27,457.18,paypal
103,2024-08-04,4831,Customer_4831,West,Home,Cookware,1587.81,1,1587.81,252.49,bank_transfer
104,2024-11-03,5046,Customer_5046,Central,Electronics,Laptop,924.14,1,924.14,185.17,cash
105,2023-02-03,1457,Customer_1457,East,Home,Cookware,619.16,5,3095.8,346.38,card
106,2023-12-26,5742,Customer_5742,Central,Home,Cookware,1532.99,5,7664.95,383.6,bank_transfer
107,2024-02-27,3962,Customer_3962,East,Office Supplies,Notepad,484.67,1,484.67,69.97,cash
108,2023-04-25,2848,Customer_2848,South,Electronics,Laptop,1515.99,1,1515.99,105.78,bank_transfer
109,2023-05-23,9550,Customer_9550,West,Office Supplies,Notepad,763.95,5,3819.75,641.0,bank_transfer
110,2023-09-23,3985,Customer_3985,North,Home,Bedding,136.73,1,136.73,10.17,bank_transfer
111,2024-01-23,7322,Customer_7322,West,Electronics,Laptop,1224.19,1,1224.19,88.53,card
112,2023-11-14,4588,Customer_4588,North,Electronics,Smartphone,604.85,2,1209.7,235.34,paypal
113,2024-11-30,1965,Customer_1965,South,Office Supplies,Stapler,1620.54,1,1620.54,158.91,bank_transfer
114,2023-07-02,2849,Customer_2849,South,Furniture,Desk,1581.95,1,1581.95,322.42,card
115,2023-01-15,5449,Customer_5449,North,Home,Decor,979.32,3,2937.96,187.58,card
116,2023-09-27,3961,Customer_3961,West,Apparel,Shoes,1887.79,3,5663.37,1230.15,card
117,2023-06-16,7988,Customer_7988,East,Office Supplies,Stapler,1155.33,1,1155.33,164.17,cash
118,2024-10-31,4997,Customer_4997,North,Electronics,Monitor,114.57,1,114.57,34.68,paypal
119,2023-05-29,3829,Customer_3829,South,Electronics,Monitor,224.99,1,224.99,67.98,paypal
120,2023-10-27,5097,Customer_5097,North,Home,Decor,1975.7,2,3951.4,774.54,bank_transfer
121,2024-05-05,6073,Customer_6073,North,Apparel,Shoes,614.49,1,614.49,143.55,bank_transfer
122,2024-11-13,8285,Customer_8285,East,Furniture,Desk,1489.96,3,4469.88,776.33,paypal
123,2024-07-02,3984,Customer_3984,West,Furniture,Chair,1105.39,1,1105.39,326.14,paypal
124,2023-11-11,3165,Customer_3165,Central,Apparel,T-Shirt,1021.17,1,1021.17,134.83,card
125,2023-05-24,7278,Customer_7278,North,Furniture,Table,605.46,1,605.46,145.66,paypal
126,2023-02-26,2380,Customer_2380,West,Apparel,Jacket,1545.94,1,1545.94,104.38,card
127,2024-09-09,3170,Customer_3170,North,Apparel,Shoes,372.79,3,1118.37,382.23,card
128,2024-05-25,7829,Customer_7829,West,Apparel,T-Shirt,1142.79,1,1142.79,275.53,card
129,2024-06-21,6186,Customer_6186,West,Office Supplies,Notepad,544.89,1,544.89,137.06,cash
130,2023-09-17,2545,Customer_2545,South,Office Supplies,Notepad,808.85,2,1617.7,300.57,cash
131,2023-03-18,7393,Customer_7393,Central,Home,Bedding,1578.4,3,4735.2,717.97,card
132,2024-08-20,2360,Customer_2360,Central,Home,Cookware,958.52,2,1917.04,146.4,card
133,2023-03-08,4871,Customer_4871,South,Home,Cookware,1980.64,1,1980.64,662.92,bank_transfer
134,2024-06-22,8389,Customer_8389,West,Furniture,Desk,1843.54,1,1843.54,272.52,card
135,2023-04-07,4901,Customer_4901,Central,Electronics,Laptop,1373.64,5,6868.2,986.76,paypal
136,2024-11-23,3810,Customer_3810,Central,Apparel,T-Shirt,1291.41,1,1291.41,256.06,cash
137,2023-12-13,5574,Customer_5574,Central,Apparel,T-Shirt,1582.64,1,1582.64,201.77,cash
138,2023-06-08,3935,Customer_3935,East,Apparel,Jacket,114.51,1,114.51,35.28,paypal
139,2023-10-23,3143,Customer_3143,East,Electronics,Headphones,286.77,2,573.54,198.92,card
140,2024-12-27,2708,Customer_2708,South,Home,Decor,1366.61,1,1366.61,344.47,card
141,2023-05-30,4198,Customer_4198,South,Furniture,Cabinet,1458.22,1,1458.22,106.83,card
142,2024-01-06,7133,Customer_7133,Central,Apparel,Shoes,714.76,3,2144.28,457.49,paypal
143,2024-12-16,7036,Customer_7036,North,Home,Cookware,304.26,1,304.26,76.97,bank_transfer
144,2023-05-16,1189,Customer_1189,East,Furniture,Desk,174.93,5,874.65,90.97,paypal
145,2023-02-13,5161,Customer_5161,South,Office Supplies,Pen,1332.4,1,1332.4,130.68,paypal
146,2023-08-27,2629,Customer_2629,West,Apparel,Jacket,947.11,1,947.11,263.07,cash
147,2023-12-15,5065,Customer_5065,Central,Electronics,Monitor,1610.22,1,1610.22,203.53,bank_transfer
148,2023-02-01,5028,Customer_5028,East,Office Supplies,Notepad,670.57,1,670.57,231.59,cash
149,2023-04-17,9840,Customer_9840,West,Home,Decor,1901.65,1,1901.65,448.64,card
150,2023-04-09,3822,Customer_3822,North,Apparel,Jacket,1304.58,1,1304.58,454.14,card
151,2024-01-20,1959,Customer_1959,North,Furniture,Desk,360.01,2,720.02,49.21,paypal
152,2024-02-23,8000,Customer_8000,South,Home,Decor,749.96,1,749.96,217.19,card
153,2023-01-16,1374,Customer_1374,West,Furniture,Desk,739.23,2,1478.46,504.07,cash
154,2024-10-03,8747,Customer_8747,West,Furniture,Desk,1775.36,4,7101.44,801.63,paypal
155,2023-07-03,9514,Customer_9514,East,Furniture,Chair,1617.61,1,1617.61,304.32,cash
156,2024-10-30,4331,Customer_4331,South,Electronics,Headphones,591.47,1,591.47,153.23,paypal
157,2024-08-22,4040,Customer_4040,East,Furniture,Chair,1023.7,1,1023.7,186.6,bank_transfer
158,2023-08-16,4216,Customer_4216,North,Furniture,Table,1108.68,1,1108.68,152.94,paypal
159,2023-06-01,5836,Customer_5836,North,Furniture,Chair,1345.88,1,1345.88,153.16,paypal
160,2024-03-09,9646,Customer_9646,South,Electronics,Smartphone,1418.46,1,1418.46,134.77,card
161,2024-08-20,4443,Customer_4443,Central,Apparel,T-Shirt,1156.24,1,1156.24,262.35,bank_transfer
162,2023-01-03,2085,Customer_2085,West,Furniture,Desk,1771.89,1,1771.89,469.16,paypal
163,2024-12-03,1262,Customer_1262,East,Electronics,Laptop,1296.99,1,1296.99,290.53,cash
164,2023-11-28,4751,Customer_4751,South,Home,Bedding,1083.53,1,1083.53,286.03,card
165,2024-03-27,2230,Customer_2230,West,Home,Decor,94.72,1,94.72,15.96,paypal
166,2024-01-09,2767,Customer_2767,South,Furniture,Table,298.98,1,298.98,33.27,cash
167,2023-10-29,9374,Customer_9374,South,Electronics,Monitor,1875.58,5,9377.9,2939.61,cash
168,2024-05-23,3466,Customer_3466,West,Apparel,Jacket,284.71,1,284.71,79.45,card
169,2023-10-17,5345,Customer_5345,North,Office Supplies,Stapler,1569.57,1,1569.57,216.66,card
170,2023-12-05,3335,Customer_3335,South,Office Supplies,Paper,1117.86,2,2235.72,635.84,card
171,2023-02-21,4266,Customer_4266,North,Apparel,Shoes,432.08,4,1728.32,133.81,cash
172,2023-07-30,6454,Customer_6454,North,Furniture,Table,109.07,1,109.07,15.24,bank_transfer
173,2024-11-22,7632,Customer_7632,Central,Office Supplies,Paper,1288.27,1,1288.27,360.44,card
174,2024-05-18,6347,Customer_6347,East,Furniture,Table,433.91,1,433.91,120.26,cash
175,2024-04-28,1263,Customer_1263,Central,Apparel,Jacket,1680.36,2,3360.72,407.15,bank_transfer
176,2023-10-19,5432,Customer_5432,East,Electronics,Smartphone,1883.66,1,1883.66,301.29,bank_transfer
177,2024-07-02,6955,Customer_6955,North,Apparel,T-Shirt,1804.3,4,7217.2,2361.34,bank_transfer
178,2023-08-27,1014,Customer_1014,East,Furniture,Cabinet,835.79,2,1671.58,367.51,bank_transfer
179,2024-07-30,4969,Customer_4969,North,Electronics,Headphones,96.99,1,96.99,7.31,card
180,2023-06-12,6150,Customer_6150,Central,Furniture,Table,1063.03,3,3189.09,307.66,bank_transfer
181,2024-03-22,3831,Customer_3831,North,Apparel,T-Shirt,1918.93,1,1918.93,166.85,bank_transfer
182,2023-10-14,6398,Customer_6398,West,Office Supplies,Notepad,883.84,1,883.84,227.38,card
183,2024-07-26,1004,Customer_1004,Central,Office Supplies,Stapler,302.09,1,302.09,86.32,cash
184,2023-06-11,8872,Customer_8872,South,Furniture,Cabinet,395.1,4,1580.4,339.15,card
185,2023-07-31,6720,Customer_6720,South,Electronics,Headphones,1809.37,1,1809.37,136.81,cash
186,2023-11-12,8028,Customer_8028,North,Apparel,Jacket,1177.47,1,1177.47,278.22,card
187,2024-03-28,2964,Customer_2964,East,Office Supplies,Paper,1159.62,1,1159.62,195.93,paypal
188,2023-09-05,5440,Customer_5440,South,Apparel,T-Shirt,1032.78,4,4131.12,710.88,bank_transfer
189,2023-05-22,4025,Customer_4025,Central,Home,Bedding,1469.64,2,2939.28,593.25,card
190,2024-03-17,8129,Customer_8129,North,Furniture,Desk,1811.81,4,7247.24,2213.73,cash
191,2024-09-21,3116,Customer_3116,South,Home,Cookware,1857.84,3,5573.52,1257.37,bank_transfer
192,2024-06-16,7394,Customer_7394,South,Electronics,Smartphone,1402.7,2,2805.4,926.26,card
193,2024-12-15,2300,Customer_2300,North,Apparel,T-Shirt,133.68,1,133.68,33.8,paypal
194,2023-09-16,3326,Customer_3326,South,Apparel,Jacket,1409.51,1,1409.51,140.94,cash
195,2023-03-14,3342,Customer_3342,Central,Electronics,Laptop,176.52,1,176.52,37.74,card
196,2023-06-16,2575,Customer_2575,Central,Office Supplies,Paper,1628.24,1,1628.24,111.36,bank_transfer
197,2023-02-21,1097,Customer_1097,South,Home,Decor,766.08,2,1532.16,200.63,bank_transfer
198,2024-07-21,5932,Customer_5932,West,Apparel,Jacket,949.05,1,949.05,224.13,card
199,2024-10-19,3903,Customer_3903,West,Home,Decor,962.23,3,2886.69,313.98,cash
200,2023-03-10,4627,Customer_4627,South,Furniture,Desk,1276.22,1,1276.22,77.55,bank_transfer
201,2024-04-11,2662,Customer_2662,North,Furniture,Chair,1117.4,3,3352.2,397.67,bank_transfer
202,2024-09-19,7360,Customer_7360,Central,Electronics,Smartphone,487.95,1,487.95,63.85,bank_transfer
203,2024-04-05,7989,Customer_7989,Central,Electronics,Headphones,12.1,4,48.4,9.96,card
204,2023-09-04,5482,Customer_5482,South,Furniture,Cabinet,100.4,1,100.4,15.53,card
205,2024-06-06,5904,Customer_5904,West,Electronics,Headphones,24.08,2,48.16,11.0,cash
206,2024-11-17,9754,Customer_9754,West,Office Supplies,Stapler,1731.17,4,6924.68,1004.2,bank_transfer
207,2023-11-13,3024,Customer_3024,North,Electronics,Smartphone,1490.55,1,1490.55,450.93,paypal
208,2023-04-26,5777,Customer_5777,North,Furniture,Table,814.22,1,814.22,55.27,card
209,2024-12-08,9391,Customer_9391,Central,Furniture,Chair,1887.5,1,1887.5,136.48,paypal
210,2024-03-02,2755,Customer_2755,South,Home,Decor,789.0,2,1578.0,482.67,paypal
211,2024-12-11,1553,Customer_1553,West,Apparel,T-Shirt,240.55,1,240.55,79.79,bank_transfer
212,2024-10-24,2660,Customer_2660,South,Office Supplies,Paper,1170.19,1,1170.19,396.29,paypal
213,2024-05-25,1230,Customer_1230,North,Home,Bedding,310.11,1,310.11,44.11,bank_transfer
214,2023-05-23,2073,Customer_2073,Central,Furniture,Cabinet,1042.46,5,5212.3,1282.65,cash
215,2024-05-17,2545,Customer_2545,North,Apparel,Jacket,1582.79,2,3165.58,664.44,card
216,2023-03-10,4504,Customer_4504,North,Furniture,Table,34.44,1,34.44,7.32,bank_transfer
217,2023-11-26,7669,Customer_7669,West,Apparel,Shoes,665.1,1,665.1,180.77,cash
218,2024-02-03,7521,Customer_7521,East,Electronics,Headphones,1930.51,2,3861.02,262.44,paypal
219,2023-07-01,8765,Customer_8765,North,Apparel,Shoes,268.75,2,537.5,107.93,bank_transfer
220,2023-07-28,8668,Customer_8668,West,Furniture,Cabinet,365.35,1,365.35,39.49,cash
221,2024-11-13,7670,Customer_7670,Central,Office Supplies,Stapler,672.17,4,2688.68,259.91,paypal
222,2023-03-30,9911,Customer_9911,East,Office Supplies,Notepad,1779.17,2,3558.34,184.11,paypal
223,2024-08-10,2227,Customer_2227,West,Furniture,Chair,1711.85,3,5135.55,1594.55,cash
224,2024-12-02,4841,Customer_4841,North,Electronics,Monitor,1162.15,1,1162.15,364.37,card
225,2023-07-16,5847,Customer_5847,West,Apparel,Shoes,601.97,3,1805.91,565.1,bank_transfer
226,2024-01-31,2189,Customer_2189,South,Electronics,Laptop,525.13,1,525.13,49.1,bank_transfer
227,2023-12-12,6720,Customer_6720,East,Electronics,Headphones,716.93,1,716.93,72.58,cash
228,2023-06-22,9270,Customer_9270,West,Office Supplies,Notepad,1654.91,2,3309.82,685.61,bank_transfer
229,2024-08-13,4091,Customer_4091,Central,Office Supplies,Pen,1951.14,1,1951.14,493.75,cash
230,2024-01-08,3147,Customer_3147,East,Furniture,Cabinet,1276.59,2,2553.18,376.0,card
231,2023-09-10,1752,,East,Office Supplies,Paper,966.17,1,966.17,259.29,paypal
232,2023-09-24,7765,Customer_7765,East,Home,Decor,1641.21,1,1641.21,511.69,cash
233,2023-11-18,9887,Customer_9887,South,Electronics,Headphones,1162.15,1,1162.15,342.76,paypal
234,2024-03-08,5420,Customer_5420,West,Office Supplies,Paper,77.29,3,231.87,45.64,paypal
235,2023-06-02,7778,Customer_7778,South,Apparel,T-Shirt,639.63,4,2558.52,809.57,bank_transfer
236,2024-10-19,3098,Customer_3098,East,Apparel,T-Shirt,445.76,2,891.52,290.43,paypal
237,2024-10-13,7250,Customer_7250,North,Apparel,Shoes,1272.36,1,1272.36,358.58,paypal
238,2024-05-19,4378,Customer_4378,West,Home,Cookware,1718.01,2,3436.02,535.39,card
239,2023-05-25,8468,Customer_8468,East,Office Supplies,Notepad,344.73,1,344.73,19.53,cash
240,2023-04-03,3552,Customer_3552,North,Office Supplies,Stapler,612.51,1,612.51,117.38,cash
241,2023-04-14,4949,Customer_4949,South,Apparel,T-Shirt,352.48,1,352.48,87.34,paypal
242,2024-12-23,7870,Customer_7870,West,Electronics,Headphones,1330.11,2,2660.22,270.07,bank_transfer
243,2023-11-30,5026,Customer_5026,Central,Home,Decor,98.28,2,196.56,41.29,card
244,2023-01-09,3460,Customer_3460,North,Office Supplies,Paper,1035.2,1,1035.2,227.89,cash
245,2024-10-30,3770,Customer_3770,Central,Home,Decor,954.44,1,954.44,326.1,bank_transfer
246,2024-09-12,8439,Customer_8439,North,Home,Bedding,51.41,2,102.82,18.67,paypal
247,2024-05-01,3416,Customer_3416,West,Electronics,Smartphone,335.39,2,670.78,137.13,cash
248,2023-03-12,2476,Customer_2476,Central,Office Supplies,Notepad,1062.1,2,2124.2,714.72,paypal
249,2024-08-12,6133,Customer_6133,West,Apparel,Jacket,338.83,1,338.83,78.93,bank_transfer
250,2024-03-27,9221,Customer_9221,East,Home,Decor,1860.24,3,5580.72,729.69,card
251,2024-04-08,2309,Customer_2309,West,Electronics,Smartphone,389.98,1,389.98,59.56,card
252,2024-08-14,4748,Customer_4748,South,Electronics,Monitor,1529.94,3,4589.82,617.35,paypal
253,2023-03-03,8094,Customer_8094,North,Home,Bedding,1211.7,2,2423.4,453.3,bank_transfer
254,2023-10-05,1423,Customer_1423,South,Home,Decor,570.52,1,570.52,144.44,paypal
255,2023-03-22,7963,Customer_7963,South,Electronics,Smartphone,920.28,2,1840.56,357.35,cash
256,2023-03-23,8716,Customer_8716,West,Office Supplies,Stapler,1390.55,1,1390.55,349.48,bank_transfer
257,2023-06-24,9403,Customer_9403,North,Apparel,T-Shirt,1512.2,2,3024.4,540.64,bank_transfer
258,2024-01-24,5153,Customer_5153,East,Office Supplies,Stapler,1134.86,2,2269.72,668.83,card
259,2023-03-17,1953,Customer_1953,East,Apparel,Shoes,1313.06,1,1313.06,146.27,cash
260,2023-09-17,9831,Customer_9831,South,Furniture,Cabinet,874.33,3,2622.99,791.51,card
261,2023-01-24,2667,Customer_2667,Central,Apparel,Shoes,58.63,1,58.63,19.08,cash
262,2023-09-09,8803,Customer_8803,West,Furniture,Desk,731.21,1,731.21,160.08,bank_transfer
263,2023-07-13,9357,Customer_9357,South,Furniture,Desk,967.94,1,967.94,216.86,cash
264,2024-08-13,9014,Customer_9014,West,Apparel,T-Shirt,377.04,1,377.04,81.38,card
265,2023-11-22,5911,Customer_5911,East,Office Supplies,Pen,1159.18,2,2318.36,612.14,cash
266,2024-10-18,3805,Customer_3805,Central,Electronics,Laptop,1722.88,1,1722.88,379.21,paypal
267,2023-02-11,8442,Customer_8442,East,Electronics,Laptop,1716.7,3,5150.1,1549.25,paypal
268,2023-02-05,8507,Customer_8507,North,Apparel,T-Shirt,1427.14,2,2854.28,491.82,card
269,2024-03-08,3429,Customer_3429,South,Office Supplies,Pen,1155.72,1,1155.72,145.31,card
270,2024-02-09,6102,Customer_6102,West,Apparel,T-Shirt,193.59,1,193.59,34.78,card
271,2023-01-17,4224,Customer_4224,West,Office Supplies,Pen,506.62,1,506.62,163.11,paypal
272,2024-10-27,6750,Customer_6750,Central,Apparel,T-Shirt,106.0,2,212.0,43.21,bank_transfer
273,2024-08-14,4427,Customer_4427,West,Home,Decor,980.11,1,980.11,292.85,cash
274,2024-09-20,2858,Customer_2858,West,Furniture,Chair,1109.15,1,1109.15,386.55,card
275,2024-05-31,9491,Customer_9491,East,Home,Cookware,1533.59,2,3067.18,224.5,cash
276,2024-01-10,6107,Customer_6107,East,Office Supplies,Pen,959.32,1,959.32,66.14,cash
